Order,Lot Area,Gr Liv Area,Overall Qual,Exter Qual,Kitchen Qual,Garage Area,PorchSFTotal,BathroomsTotal,HouseAge,HouseRemodelAge,Total Bsmt SF,Railroad_Near,Railroad_Adjacent,NeighborhoodClass,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD,SalePrice
208,7630,1812,5,2,3,672.0,384,2.0,110,14,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,140000
209,24090,2403,7,2,2,349.0,374,2.0,70,60,0.0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,244400
210,15263,1675,5,2,2,365.0,132,2.0,51,51,766.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,173000
211,10632,1224,5,2,0,180.0,248,1.5,93,60,0.0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,107500
212,9900,1392,5,1,2,0.0,168,2.0,95,60,1026.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100000
213,6001,919,6,2,2,231.0,45,1.0,70,60,368.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,95000
214,6449,1884,4,2,2,0.0,239,1.5,103,60,73.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,93369
215,6048,1680,5,2,2,450.0,200,3.0,100,60,736.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,114900
216,6342,1020,5,2,2,0.0,176,1.0,135,14,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,94000
217,10773,1832,4,1,2,0.0,58,4.0,43,43,704.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,136000
218,10778,1768,4,2,2,0.0,0,2.0,42,42,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,136500
219,11625,1039,5,2,2,504.0,0,2.5,45,45,841.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,131500
220,11341,1392,5,2,2,528.0,95,2.5,53,14,1302.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,121500
221,8521,912,5,2,2,336.0,0,1.0,43,43,842.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,125000
222,8246,1060,5,2,3,270.0,496,2.0,42,9,856.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,154000
223,7800,892,5,2,3,416.0,0,2.0,44,2,714.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137900
224,9364,1352,6,2,2,299.0,415,1.5,41,41,371.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,158000
225,7832,864,5,2,2,280.0,226,2.0,42,42,775.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137250
226,7424,1373,5,2,2,591.0,0,2.0,32,32,1319.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,160250
227,11227,1440,5,2,2,480.0,230,1.5,42,42,720.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,163000
228,11616,1386,6,2,2,440.0,335,2.5,32,32,438.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,158900
229,14000,2260,7,3,3,533.0,340,3.5,14,13,1201.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,328000
230,20062,1483,7,3,2,690.0,496,2.5,33,9,1092.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,270000
231,9259,756,4,2,2,440.0,80,1.0,83,60,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,85000
232,9600,1067,4,2,3,436.0,290,2.0,60,15,442.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,128000
233,23595,1524,7,3,3,586.0,268,2.5,31,31,1258.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,260000
234,17082,1981,6,2,3,522.0,440,3.5,32,18,964.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,230000
235,18600,1610,3,2,1,480.0,60,2.5,72,20,972.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,124000
236,10625,835,5,2,2,366.0,77,1.0,90,60,108.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,83000
237,11479,1074,6,2,3,467.0,104,2.0,60,23,491.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,144500
238,9571,1144,5,2,2,596.0,44,2.0,54,54,739.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,129000
239,9350,1531,4,2,2,209.0,0,1.0,63,31,192.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,127000
240,9525,1172,5,2,2,366.0,240,2.0,56,12,954.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,128000
241,10420,1212,6,2,3,460.0,122,2.0,1,1,36.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,186000
242,17485,1508,7,3,3,572.0,0,2.0,1,0,1346.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,308030
243,11200,1298,5,2,2,504.0,144,2.0,46,46,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,114000
244,11100,930,4,2,3,308.0,0,1.0,64,4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,84900
245,9206,1732,6,3,3,476.0,238,2.5,25,25,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,178000
246,11980,1433,7,3,3,528.0,544,2.5,23,23,1433.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,270000
247,12361,1802,6,3,3,1017.0,542,3.0,17,17,860.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,218000
248,9938,1949,7,3,3,574.0,246,3.5,17,16,750.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,236000
249,9069,996,6,2,3,564.0,120,2.0,18,18,747.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,147000
250,10475,1694,8,3,3,776.0,193,2.0,2,2,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,245350
251,6762,1208,7,3,3,632.0,166,3.0,4,4,686.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,206000
252,10402,1226,7,2,3,740.0,36,2.0,1,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,198900
253,7360,1222,7,3,3,615.0,54,2.0,0,0,24.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,187000
254,12376,3222,7,2,3,594.0,367,4.0,20,20,1470.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,320000
255,14235,1445,6,2,2,484.0,59,2.0,110,17,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,138500
256,8816,1052,6,2,2,440.0,0,2.0,39,39,504.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,155000
257,11105,965,5,2,2,580.0,71,2.0,14,14,870.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,159000
258,9337,1692,7,2,2,513.0,39,2.5,13,12,353.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,191000
259,8750,1682,6,2,3,523.0,77,2.5,12,12,505.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,200500
260,15240,1026,5,3,2,308.0,401,2.5,33,6,886.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,150000
261,10900,1392,6,2,2,299.0,36,1.5,33,33,378.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,161750
262,10650,894,5,2,2,308.0,365,2.0,34,34,894.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,128200
263,7480,876,5,2,2,484.0,0,2.0,38,38,480.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,127000
264,10389,1978,8,3,3,850.0,213,3.5,7,7,1682.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,318000
265,11423,1601,8,3,3,670.0,180,3.0,9,8,1358.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,272000
266,9548,1829,7,3,3,613.0,231,3.5,7,7,483.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,237000
267,9375,2098,7,3,3,621.0,369,2.5,13,13,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,240000
268,12137,1661,7,2,3,598.0,34,2.0,12,12,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,224900
269,4435,848,6,3,3,420.0,140,2.0,7,7,672.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,143750
270,4426,848,6,3,3,420.0,160,2.0,6,6,662.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,143000
271,10635,1668,8,3,3,502.0,262,3.0,7,7,1342.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,232000
272,8400,1484,7,3,3,606.0,179,3.0,6,5,712.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,213000
273,8773,1414,7,3,3,494.0,237,2.0,6,6,24.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,185500
274,8777,640,3,2,2,240.0,0,1.0,65,3,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,84900
275,8842,992,5,2,2,319.0,116,1.0,56,56,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,155891
276,9825,1664,5,2,2,0.0,0,2.0,45,45,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,100000
277,10044,1196,5,2,2,336.0,425,2.0,42,42,1070.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,144000
278,11792,1120,4,2,1,480.0,160,1.0,62,60,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,64000
279,6305,1096,6,2,2,352.0,0,2.0,35,35,528.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,125200
280,7819,1117,6,2,2,672.0,144,2.0,34,34,549.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,107000
281,6410,960,4,2,2,0.0,0,1.0,52,52,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,90000
282,8546,1121,4,2,2,440.0,196,2.0,7,6,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,140000
283,8741,1487,6,2,2,220.0,140,1.5,65,60,94.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,113000
284,12180,924,4,2,1,280.0,0,2.0,69,60,348.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,80000
285,8562,1526,5,2,2,364.0,194,1.0,53,8,383.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,144500
286,4853,1296,5,2,1,260.0,36,2.0,86,11,133.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,104000
287,6858,1647,6,2,1,216.0,202,2.5,95,60,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,128000
288,8212,864,3,2,2,200.0,96,2.0,96,60,203.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,58500
289,5000,1691,5,2,3,308.0,242,2.0,86,60,218.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,127000
290,7890,856,6,2,2,399.0,166,2.0,71,60,238.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,126000
291,7200,2650,4,2,2,0.0,0,3.0,43,43,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,160000
292,9839,1666,5,2,2,0.0,156,2.0,79,60,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,100000
293,9638,2447,6,2,3,336.0,430,2.0,91,20,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,169000
294,10452,2133,7,3,2,312.0,86,2.5,69,25,678.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,257500
295,15600,2177,5,2,2,484.0,0,2.5,60,19,375.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,215000
296,9042,2340,7,4,3,252.0,60,2.0,69,4,275.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,266500
297,17500,1902,7,3,4,567.0,369,3.0,51,8,1406.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,335000
298,19645,1652,7,2,3,473.0,0,3.5,16,3,343.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,203135
299,3907,1034,8,3,3,598.0,177,2.0,21,21,747.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,185000
300,3907,1191,8,3,3,531.0,193,2.0,21,21,76.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,162500
301,15602,1801,7,2,2,484.0,215,3.0,51,13,1247.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,289000
302,5436,1154,4,2,3,240.0,96,2.0,88,3,735.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,125500
303,8154,540,2,2,2,200.0,0,1.0,69,60,480.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,82000
304,9140,1107,6,2,2,625.0,256,1.0,89,35,308.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,110000
305,7500,1128,4,2,2,528.0,194,1.0,90,60,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,68400
306,8712,1178,4,2,2,384.0,166,1.0,110,60,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,102776
307,8712,1044,5,1,1,504.0,0,1.0,58,58,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,55993
308,8712,952,4,1,2,330.0,265,1.0,114,60,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,50138
309,3811,1646,8,3,3,525.0,336,3.5,6,5,1373.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,246000
310,11050,1916,8,3,3,741.0,70,3.5,12,11,615.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,254900
311,9620,1285,6,2,3,473.0,401,2.5,33,33,679.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,190000
312,9196,1560,7,3,3,573.0,250,2.0,7,7,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,201000
313,12328,1034,6,2,2,888.0,0,2.0,34,34,539.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,169900
314,12760,2048,6,2,2,776.0,0,3.0,34,34,0.0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,170000
315,57200,1687,5,2,2,572.0,50,2.0,62,60,687.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,160000
316,11896,1346,7,3,3,660.0,148,3.0,2,2,78.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,220000
317,9803,1214,7,3,3,520.0,25,2.0,1,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,179781
318,9802,1444,5,2,2,400.0,100,2.5,4,3,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,174000
319,12003,1968,8,3,4,680.0,75,2.5,1,0,0.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,269500
320,11316,1894,7,3,3,510.0,40,3.5,8,7,624.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,214900
321,14191,1908,8,3,3,431.0,135,2.5,8,8,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,202900
322,13214,2018,9,4,4,746.0,220,2.0,2,1,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,378500
323,15300,1264,5,2,2,528.0,0,2.0,45,33,42.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,169000
324,10114,1430,5,2,3,624.0,0,2.0,6,5,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,173500
325,9400,1824,6,2,2,0.0,128,3.0,39,39,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,139000
326,11875,1344,5,2,2,686.0,328,2.0,11,11,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,166500
327,1974,1092,4,2,2,286.0,216,1.5,37,37,334.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,83500
328,2394,945,5,2,2,253.0,338,2.5,37,37,915.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,119500
329,2592,1112,5,2,2,336.0,182,1.5,34,34,361.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,85000
330,1476,1092,4,2,2,0.0,226,1.5,40,40,176.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,76000
331,1491,630,4,2,2,0.0,120,2.0,38,38,630.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,75500
332,1900,1092,4,2,2,0.0,0,1.5,40,40,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,88250
333,1890,1092,4,2,2,286.0,64,1.5,38,38,294.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,85500
334,6953,874,5,2,2,352.0,0,1.0,39,6,469.0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,130000
335,26142,1188,5,2,2,312.0,300,1.0,48,48,593.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,157900
336,12887,833,5,2,3,495.0,431,2.0,26,26,797.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,149900
337,7700,2432,5,2,2,616.0,200,5.0,25,24,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,159000
338,10475,1274,5,2,2,576.0,22,1.5,19,19,458.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,136000
339,10544,1479,5,2,2,275.0,567,2.0,41,41,476.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,161000
340,9892,1803,8,3,3,482.0,415,4.0,16,15,1625.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,285000
341,12961,1797,6,3,3,616.0,474,3.5,17,16,944.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,231000
342,13008,882,6,2,2,502.0,0,1.0,53,53,564.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,124500
343,10200,1434,6,2,2,528.0,101,3.0,35,35,844.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,157000
344,13860,2704,8,3,4,538.0,380,3.5,37,14,1410.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,345000
345,10179,1608,6,2,2,470.0,282,2.5,12,12,847.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,189500
346,11792,2283,8,3,3,632.0,166,2.5,6,6,850.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,270000
347,8400,1628,7,2,2,390.0,120,2.5,13,12,284.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,189000
348,14892,1746,9,4,4,758.0,240,3.0,3,2,1320.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,377500
349,8530,1474,7,2,2,400.0,192,2.5,14,13,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,168500
350,7296,2522,8,3,3,564.0,239,3.0,5,4,1965.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,375000
351,5664,1659,8,3,4,499.0,271,3.0,9,9,1158.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,278000
352,7380,1478,8,2,2,495.0,211,3.0,11,11,341.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,240000
353,8013,1734,8,3,3,528.0,102,3.0,14,13,741.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,239500
354,8923,1382,7,3,2,396.0,256,2.5,11,11,189.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,177500
355,10141,1718,7,2,2,427.0,385,2.5,11,11,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,185000
356,7500,1636,6,3,2,440.0,84,3.5,11,10,476.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,191000
357,7837,1571,6,3,2,380.0,40,2.5,16,15,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,178000
358,9765,1470,6,4,2,420.0,295,2.5,16,16,310.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,185000
359,8803,1516,6,2,3,409.0,46,3.5,15,14,600.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,181316
360,7250,1190,6,2,3,430.0,21,2.0,16,16,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,166000
361,9636,1593,6,2,2,389.0,382,2.5,17,16,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,178000
362,8125,1481,6,2,2,343.0,36,2.5,15,14,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,174000
363,9248,1167,6,2,3,400.0,146,3.0,17,17,560.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,173000
364,10762,1983,7,3,3,490.0,0,2.5,10,10,694.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,225000
365,11851,1442,7,2,2,500.0,542,2.0,19,19,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,180500
366,5814,1360,8,3,3,565.0,63,2.0,25,25,1036.0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,187500
367,17423,2234,9,4,4,1166.0,60,3.0,1,0,1904.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,501837
368,11844,2046,8,3,3,834.0,404,2.5,1,1,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,372500
369,16158,1530,7,3,3,430.0,204,3.0,4,4,1274.0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,260000
370,11900,1934,5,2,2,567.0,376,3.5,32,32,400.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,185000
371,13005,2353,7,3,4,484.0,483,3.5,29,29,692.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,260000
372,17043,1586,6,2,2,435.0,192,2.0,30,11,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,181000
373,11900,1411,7,2,2,544.0,192,2.0,32,32,822.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,82500
374,16635,1602,6,3,3,529.0,240,2.5,32,9,1246.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,215000
375,13250,2050,7,2,3,529.0,384,2.5,31,31,0.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,154000
376,10928,1671,6,2,2,484.0,307,2.0,31,23,363.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,200000
377,12388,2673,7,2,3,441.0,262,2.5,29,18,602.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,249000
378,14115,1472,7,2,2,588.0,281,3.0,29,29,1036.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,187500
379,11088,1707,6,2,2,479.0,0,2.0,31,11,832.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,184000
380,9600,2524,8,3,3,542.0,594,3.5,28,28,1104.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,278000
381,11880,1601,7,2,2,478.0,0,2.0,31,31,704.0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,157000
382,10400,1370,7,2,2,479.0,0,2.0,33,33,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,152000
383,10304,1868,5,2,3,484.0,544,3.5,33,33,381.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,197500
384,7000,1884,7,3,4,581.0,35,3.5,6,6,622.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,240900
385,8004,1935,8,3,2,552.0,150,3.5,0,0,544.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,263435
386,7500,1874,8,3,3,588.0,134,2.5,9,8,0.0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,220000
387,8470,1811,8,3,3,565.0,273,2.5,7,7,501.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,235000
388,9373,1621,5,2,2,478.0,490,3.0,34,34,1501.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,213000
389,10140,1116,6,2,2,528.0,0,3.0,35,35,888.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,167900
390,11050,1193,7,2,2,506.0,40,2.0,34,34,636.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,158000
391,10140,1350,6,2,2,478.0,0,2.0,35,35,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,165000
392,10448,2119,6,2,2,583.0,104,2.5,37,37,0.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,158000
393,9000,1792,5,2,2,0.0,77,3.0,35,35,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,136000
394,8750,1002,5,2,2,902.0,0,2.0,39,39,828.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,148500
395,7930,1026,6,2,3,440.0,219,2.0,40,4,911.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,156000
396,7830,1180,5,2,2,477.0,45,1.5,39,39,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,128000
397,8510,1050,5,2,2,336.0,0,2.5,38,38,500.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,143000
398,7038,864,4,2,2,576.0,210,2.0,39,39,726.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,76500
399,6960,864,4,2,3,660.0,96,1.0,39,39,614.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,120500
400,8120,864,4,2,2,463.0,0,1.0,39,39,191.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,124500
401,10500,864,4,2,2,576.0,216,1.0,38,38,704.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,97000
402,9000,864,4,2,2,576.0,200,1.0,38,3,240.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,130000
403,1680,987,6,2,2,264.0,0,2.5,36,36,254.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,111000
404,2368,1365,5,2,2,440.0,36,1.5,39,39,765.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,125000
405,1680,1302,5,2,2,280.0,0,2.5,38,38,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,112000
406,1680,987,6,2,2,288.0,0,2.5,37,37,404.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,97000
407,1680,987,6,2,3,264.0,250,1.5,37,2,162.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,118000
408,1680,1302,5,2,2,264.0,185,2.5,37,37,231.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,119500
409,4928,958,6,2,2,440.0,60,2.0,33,33,958.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,143750
410,2308,1548,6,2,2,440.0,108,2.5,33,33,306.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,146000
411,2280,1456,6,2,2,440.0,87,2.5,33,33,566.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,148500
412,2280,1055,7,2,2,440.0,27,2.5,34,34,1057.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,123000
413,2308,1322,6,2,2,440.0,260,3.0,35,35,752.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,147000
414,2349,1456,6,2,2,440.0,28,2.5,32,32,389.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137900
415,2364,1548,6,2,2,440.0,108,3.0,31,31,320.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,147000
416,2289,1441,6,2,2,440.0,28,2.5,31,31,311.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,148500
417,2364,1456,6,3,2,440.0,147,2.5,31,31,279.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,138000
418,2104,836,7,2,2,345.0,170,1.5,33,33,536.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,128500
