Order,HouseFunctional,Lot Area,Gr Liv Area,SalePrice,Bsmt Cond,Bsmt Qual,Exter Cond,Exter Qual,Kitchen Qual,Overall Cond,Overall Qual,Bsmt Unf SF,BsmtFin Type 1,BsmtFin Type 2,Central Air,Electrical,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Fireplace Qu,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Cond,Garage Finish,Garage Qual,Half Bath,Heating QC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,House Style_1.5Unf,House Style_2.5Unf,HouseIsNew,HouseIsreModeled,Kitchen Qual,Low Qual Fin SF,MS SubClass,MS Zoning,Paved Drive,Pool QC,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Street_Grvl,Street_Pave,Utilities
68,7,9215,1218,204500,4,5,2,3,3,5,7,1218.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,20,7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
69,7,8640,1547,215200,4,5,2,2,3,5,7,732.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,1,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
70,7,9000,1566,262500,4,5,2,3,3,5,8,488.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
71,7,12552,1947,254900,4,5,2,3,3,5,7,769.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
72,7,10440,1468,271500,4,5,2,3,3,5,6,54.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
73,7,10142,2084,233000,4,5,2,3,3,5,7,300.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
74,7,11920,1659,181000,4,5,2,3,3,5,7,831.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
75,7,8880,2110,205000,4,5,2,3,3,5,7,253.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
76,7,8012,923,143000,4,5,2,2,2,5,6,261.0,3,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
77,7,11218,1845,189000,4,5,2,3,3,5,6,1055.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
78,7,7892,918,99500,4,5,2,2,2,5,6,918.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
79,7,7175,752,125000,4,5,2,2,2,5,6,0.0,4,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
80,7,9453,1744,194500,4,5,2,3,3,7,7,594.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
81,7,9672,1097,152000,4,5,2,2,2,5,6,702.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
82,7,8400,1564,171000,4,5,2,2,2,6,6,650.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,1,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
83,7,9800,1012,67500,4,4,1,2,2,5,5,816.0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,1,2,0,30,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
84,7,8930,1902,112000,0,0,2,2,2,5,6,0.0,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,90,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
85,5,11782,1155,148000,4,4,2,2,3,7,5,210.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,1,3,0,85,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
86,7,8450,894,138500,4,4,3,2,2,8,5,224.0,5,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,1,3,0,4,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
87,7,9819,900,122000,4,4,3,2,2,5,5,432.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
88,7,7500,1040,133000,4,4,2,2,2,5,5,216.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,3,3,1,1,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
89,7,6897,1040,127000,4,4,3,2,2,8,5,381.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,1,4,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
90,7,15410,1494,169000,4,4,3,2,2,6,6,223.0,3,5,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
91,7,10186,1923,190000,4,5,2,3,3,5,7,76.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
92,7,13143,2349,362500,4,5,2,3,3,5,8,0.0,2,5,1,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
93,7,11134,2225,285000,4,5,2,3,3,5,8,261.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
94,7,4835,1488,260000,4,5,2,3,3,5,7,190.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,4,0,1,0,0,0,0,0,0,0,1,3,0,120,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
95,7,3515,1680,190000,4,5,2,3,3,5,7,840.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,160,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
96,7,3215,1200,155000,4,5,2,3,3,5,7,320.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,160,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
97,7,3182,1200,151000,4,5,2,3,3,5,7,600.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,160,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
98,7,2544,1200,149500,4,5,2,3,3,5,7,190.0,5,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,160,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
99,7,2544,1236,152000,4,5,2,3,3,5,6,224.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,160,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
100,7,4403,1478,222000,4,5,2,4,3,5,7,892.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
101,7,2117,1573,177500,4,5,2,3,3,5,6,378.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,1,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,160,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
102,7,2980,1512,177000,4,5,2,3,3,5,6,290.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,1,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,160,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
103,7,2572,1416,155000,4,5,2,3,3,5,7,92.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,1,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,160,7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
104,7,2403,1080,147110,4,5,2,3,3,5,7,286.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,160,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
105,7,12853,1418,267916,2,5,2,3,3,5,8,610.0,5,1,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,1,0,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
106,7,7379,1848,254000,4,5,2,3,3,5,8,491.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
107,7,4420,788,155000,4,5,2,3,3,5,8,0.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,1,0,0,0,0,3,3,3,0,2,0,1,0,0,0,0,0,0,0,0,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
108,7,3880,1226,206000,4,5,2,3,3,6,8,174.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,1,0,0,0,0,3,3,3,0,2,0,1,0,0,0,0,0,0,0,0,3,0,120,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
109,7,13517,1479,130500,4,4,2,3,3,8,6,192.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,2,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
110,7,8000,1492,230000,4,5,2,3,3,5,7,659.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
111,7,10456,1829,218500,4,4,2,2,2,6,6,1323.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,2,3,0,3,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
112,7,10791,2495,243500,4,5,2,2,3,5,6,143.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,1,3,1,4,0,1,0,0,0,0,0,0,0,0,3,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
113,7,10603,1610,205000,4,4,2,2,3,7,6,410.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,0,3,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
114,7,18837,1891,212500,4,5,2,2,2,5,6,491.0,4,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,50,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
115,7,10421,1714,196500,4,5,2,2,2,5,7,586.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,1,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
116,7,9360,1381,197500,4,4,2,2,3,7,6,179.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0,0,0,0,3,2,3,1,2,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
117,7,9600,1645,171000,4,4,2,2,2,6,6,386.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,2,3,2,2,0,1,0,0,0,0,0,0,0,0,2,0,60,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
118,7,9600,1232,142250,4,4,2,2,2,5,5,534.0,2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,3,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
119,7,9790,1328,143000,4,4,2,2,2,5,6,678.0,4,2,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,1,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
120,7,9320,1225,128950,4,4,2,2,2,5,4,381.0,4,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
121,7,9900,1209,159000,4,5,2,2,2,5,5,150.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,3,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
122,7,9680,1510,178900,4,4,2,2,3,6,5,500.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
123,7,10600,1775,136300,4,4,2,2,2,5,6,533.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
124,7,14112,1152,180500,4,4,2,2,2,7,5,138.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,0,0,1,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,80,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
125,7,8800,1054,137500,4,4,3,2,3,7,6,173.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,0,3,0,85,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
126,7,13260,1728,84900,4,4,2,2,2,6,5,228.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,90,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
127,7,9717,1078,142125,4,4,2,2,3,6,5,0.0,5,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,3,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
128,5,9724,2461,197600,4,4,2,3,2,7,5,470.0,2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,1,3,0,3,0,1,0,0,0,0,0,0,0,1,2,0,50,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
129,7,17360,1556,172500,4,4,3,2,2,6,6,482.0,2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,1,2,0,50,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
130,7,7207,858,116500,4,4,3,2,2,7,5,162.0,3,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
131,4,5350,1306,76500,4,4,0,2,1,2,3,728.0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,30,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
132,7,9920,1063,128000,4,4,2,2,2,5,5,412.0,2,2,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
133,7,9600,1520,153000,4,4,2,2,2,6,6,350.0,3,2,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,2,3,0,4,0,1,0,0,0,0,0,0,0,1,2,0,80,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
134,7,7800,1268,132000,4,4,2,2,2,6,5,728.0,2,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,0,0,3,3,3,0,3,0,1,0,0,0,0,0,0,0,0,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
135,7,11380,1128,178000,4,4,2,2,3,8,6,136.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,1,3,0,3,0,1,0,0,0,0,0,0,0,1,3,0,85,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
136,7,11600,2274,154300,4,4,2,2,2,5,5,662.0,2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1,3,0,2,0,1,0,0,0,0,0,0,0,0,2,0,90,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
137,6,19900,2207,180000,4,5,2,2,2,5,7,1035.0,5,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,2,3,0,2,0,1,0,0,0,0,0,0,0,1,2,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
138,4,16492,1888,190000,4,4,2,3,3,6,6,557.0,4,2,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,0,0,3,3,3,1,4,0,1,0,0,0,0,0,0,0,1,3,0,20,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
