Order,MS SubClass,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice,SalesPriceLog,Railroad_Adjacent,Railroad_Near,Street_Feeder,Street_Aterial,PosFeature_Adjacent,PosFeature_Near,NeighborhoodClass,MS Zoning_ord,Street_Grvl,Street_Pave,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,HouseAge,RemodelAge,IsreModeled,IsNew,TotalBathrooms,TotalPorchSF,Mas Vnr Type_,Mas Vnr Type_BrkCmn,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Roof Matl_ClyTile,Roof Matl_CompShg,Roof Matl_Membran,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Misc Feature_Elev,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Exterior_AsbShng,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_PreCast,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_NA,GarageAge,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Normal,Sale Condition_Partial,Sale Type_COD,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD
23,60,64.54938507080078,7500,0,3,3,4,3,3,7,5,2000,2000,0.0,1,0,3.0,2.5,0.0,4.0,533.0,1.0,0.0,533.0,4,1,4.0,814,860,0,1674,1.0,1.0,2,1,3,1,1,7,7,0,0.0,2000.0,2.0,3.0,3.0,2,0,96,0,0,0,0,0,0,0,1,2010,216000,12.283033686666302,0.0,0.0,0.0,0.0,0.0,0.0,2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,10,10,1,0,3.5,96,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
24,20,75.2106704711914,11241,0,2,3,4,4,3,6,7,1970,1970,180.0,0,0,2.5,2.5,0.0,3.5,578.0,1.0,0.0,578.0,4,1,4.0,1004,0,0,1004,1.0,1.0,1,0,2,1,0,5,7,1,2.5,1970.0,3.0,3.0,3.0,2,0,0,0,0,0,0,0,0,700,3,2010,149000,11.911701584927597,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,40,40,1,0,2.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,False,False,False,False,False,40.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
25,20,75.2106704711914,12537,0,2,3,4,4,3,5,6,1971,2008,0.0,0,0,2.5,2.5,0.0,4.0,734.0,1.0,0.0,734.0,4,1,4.0,1078,0,0,1078,1.0,1.0,1,1,3,1,0,6,7,1,2.0,1971.0,3.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,4,2010,149900,11.917723684090689,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,39,2,0,0,2.5,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,39.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
26,20,65.0,8450,0,3,3,4,3,3,5,6,1968,1968,0.0,0,0,2.5,2.5,0.0,3.0,775.0,1.0,0.0,775.0,4,1,4.0,1056,0,0,1056,1.0,1.0,1,0,3,1,0,6,7,1,2.0,1968.0,1.0,3.0,3.0,2,0,85,184,0,0,0,0,0,0,7,2010,142000,11.863582336583399,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,42,42,1,0,2.0,269,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,42.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
27,20,70.0,8400,0,3,3,4,2,3,4,5,1970,1970,0.0,0,0,2.5,2.5,0.0,3.5,804.0,2.0,78.0,882.0,2,1,4.0,882,0,0,882,1.0,1.0,1,0,2,1,0,4,7,0,0.0,1970.0,3.0,3.0,3.0,2,240,0,0,0,0,0,0,2,0,4,2010,126000,11.744037185933616,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,40,40,1,0,2.0,240,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,40.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
28,20,70.0,10500,0,3,3,4,1,3,4,5,1971,1971,0.0,0,0,2.5,2.5,0.0,3.5,432.0,1.0,0.0,432.0,2,1,4.0,864,0,0,864,0.0,0.0,1,0,3,1,0,5,7,1,1.5,1971.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,4,2010,115000,11.652687407345388,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,39,39,1,0,1.0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,39.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
29,120,26.0,5858,0,2,3,4,1,3,7,5,1999,1999,0.0,1,0,3.0,2.5,0.0,4.0,1051.0,3.0,0.0,1051.0,4,1,4.0,1337,0,0,1337,1.0,1.0,2,0,2,1,1,5,7,1,2.0,1999.0,3.0,3.0,3.0,2,203,68,0,0,0,0,0,0,0,6,2010,184000,12.122691036591123,0.0,0.0,0.0,0.0,0.0,0.0,1,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,11,11,1,0,3.0,271,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,11.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
30,160,21.0,1680,0,3,3,4,3,3,6,5,1971,1971,504.0,0,0,2.5,2.5,0.0,2.0,156.0,1.0,0.0,156.0,2,1,4.0,483,504,0,987,0.0,0.0,1,1,2,1,0,5,7,0,0.0,1971.0,1.0,3.0,3.0,2,275,0,0,0,0,0,0,0,0,2,2010,96000,11.472103470449973,0.0,0.0,0.0,0.0,0.0,0.0,1,6,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,39,39,1,0,1.5,275,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,39.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False
31,160,21.0,1680,0,3,3,4,3,3,5,5,1971,1971,492.0,0,0,2.5,2.5,0.0,2.0,300.0,1.0,0.0,300.0,2,1,4.0,525,567,0,1092,0.0,0.0,1,1,3,1,0,6,7,0,0.0,1997.0,1.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,3,2010,105500,11.566466231898259,0.0,0.0,0.0,0.0,0.0,0.0,1,6,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,39,39,1,0,1.5,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,13.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
33,120,53.0,4043,0,3,3,4,3,3,6,5,1977,1977,0.0,0,0,3.0,2.5,0.0,3.5,360.0,1.0,0.0,360.0,2,1,4.0,1069,0,0,1069,0.0,0.0,2,0,2,1,0,4,7,1,2.0,1977.0,2.0,3.0,3.0,2,0,55,0,0,165,0,0,0,0,7,2010,127500,11.755871643580617,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,33,33,1,0,2.0,220,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,33.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
34,160,24.0,2280,0,3,3,4,1,3,6,6,1975,1975,0.0,0,0,2.5,2.5,0.0,3.5,514.0,1.0,0.0,514.0,2,1,4.0,855,601,0,1456,0.0,0.0,2,1,3,1,1,6,7,1,2.5,1975.0,1.0,3.0,3.0,2,173,0,0,0,0,0,0,0,0,6,2010,149900,11.917723684090689,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,35,35,1,0,2.5,173,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,35.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
35,120,24.0,2280,0,3,3,4,1,3,7,6,1975,1975,0.0,0,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,836,0,0,836,0.0,0.0,1,0,2,1,0,4,7,0,0.0,1975.0,1.0,3.0,3.0,2,0,30,0,0,0,0,0,0,0,6,2010,120000,11.695247021764184,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,35,35,1,0,1.0,30,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,35.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
36,160,24.0,2280,0,3,3,4,3,3,6,5,1978,1978,0.0,0,0,3.0,2.5,0.0,3.5,311.0,1.0,0.0,311.0,1,1,4.0,855,601,0,1456,0.0,0.0,2,1,3,1,0,7,7,1,2.5,1978.0,1.0,3.0,3.0,2,26,0,0,0,0,0,0,0,0,7,2010,146000,11.891361900690473,0.0,0.0,0.0,0.0,0.0,0.0,1,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,32,32,1,0,2.5,26,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,32.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
37,60,102.0,12858,0,2,3,4,3,3,9,5,2009,2010,162.0,4,0,4.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,1627,707,0,2334,0.0,0.0,2,1,3,1,4,10,7,1,3.0,2009.0,3.0,3.0,3.0,2,144,133,0,0,0,0,0,0,0,1,2010,376162,12.837775180646194,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0,0,2.5,277,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
38,20,98.0,11478,0,3,3,4,3,3,8,5,2007,2008,200.0,1,0,4.0,2.5,0.0,4.0,1218.0,1.0,0.0,1218.0,4,1,4.0,1704,0,0,1704,1.0,1.0,2,0,3,1,1,7,7,1,3.0,2008.0,2.0,3.0,3.0,2,0,50,0,0,0,0,0,0,0,5,2010,306000,12.631340380934517,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,3,2,0,0,3.0,50,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
39,20,83.0,10159,0,2,3,4,3,3,9,5,2009,2010,450.0,4,0,4.0,2.5,2.0,4.0,1646.0,1.0,0.0,1646.0,4,1,4.0,1940,0,0,1940,1.0,1.0,2,1,3,1,4,8,7,1,3.0,2010.0,3.0,3.0,3.0,2,168,95,0,0,0,0,0,0,0,4,2010,395192,12.88712700173598,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0,0,3.5,263,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
40,20,94.0,12883,0,2,3,4,2,3,8,5,2009,2010,256.0,1,0,3.0,2.5,0.0,1.0,0.0,1.0,0.0,0.0,4,1,4.0,1544,0,0,1544,0.0,0.0,2,0,3,1,1,7,7,0,0.0,2009.0,2.0,3.0,3.0,2,0,35,0,0,0,0,0,0,0,6,2010,290941,12.58087577645635,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0,0,2.0,35,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
41,20,95.0,12182,0,3,3,4,2,3,7,5,2005,2005,226.0,1,0,3.0,2.5,1.0,3.0,1201.0,1.0,0.0,1201.0,4,1,4.0,1541,0,0,1541,0.0,0.0,2,0,3,1,1,7,7,1,3.0,2005.0,2.0,3.0,3.0,2,0,70,0,0,0,0,0,0,0,5,2010,220000,12.301382825334498,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,5,5,1,0,2.0,70,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,5.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
42,20,90.0,11520,0,3,3,4,3,3,9,5,2005,2005,615.0,1,0,4.0,2.5,0.0,4.0,110.0,1.0,0.0,110.0,4,1,4.0,1698,0,0,1698,0.0,0.0,2,0,3,1,4,7,7,1,3.0,2005.0,3.0,3.0,3.0,2,192,74,0,0,0,0,0,0,0,6,2010,275000,12.524526376648708,0.0,0.0,0.0,0.0,0.0,1.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,5,5,1,0,2.0,266,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
43,20,79.0,14122,0,2,3,4,3,3,8,5,2005,2006,240.0,1,0,4.0,2.5,0.0,4.0,28.0,1.0,0.0,28.0,4,1,4.0,1822,0,0,1822,0.0,0.0,2,0,3,1,4,8,7,1,3.0,2005.0,2.0,3.0,3.0,2,0,119,0,0,0,0,0,0,0,2,2010,259000,12.464583340681674,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,5,4,0,0,2.0,119,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,5.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
44,20,70.0,10171,0,2,3,4,3,3,7,5,2004,2004,168.0,1,0,3.0,2.5,0.0,4.0,2.0,1.0,0.0,2.0,4,1,4.0,1535,0,0,1535,0.0,0.0,2,0,3,1,1,7,7,0,0.0,2004.0,2.0,3.0,3.0,2,0,0,0,0,0,0,0,0,0,3,2010,214000,12.273731294003989,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,6,6,1,0,2.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,6.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
45,20,100.0,12919,0,2,3,4,3,3,9,5,2009,2010,760.0,4,0,4.0,2.5,3.0,4.0,2188.0,1.0,0.0,2188.0,4,1,4.0,2364,0,0,2364,1.0,1.0,2,1,2,1,4,11,7,2,3.0,2009.0,3.0,3.0,3.0,2,0,67,0,0,0,0,0,0,0,3,2010,611657,13.323926946863102,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,0,0,0,3.5,67,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,1.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
46,120,44.0,6371,0,2,3,4,3,3,7,5,2009,2010,128.0,1,0,3.0,2.5,1.0,4.0,733.0,1.0,0.0,733.0,4,1,4.0,1358,0,0,1358,1.0,1.0,2,0,2,1,1,6,7,1,3.0,2010.0,2.0,3.0,3.0,2,192,35,0,0,0,0,0,0,0,6,2010,224000,12.319401330837177,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,3.0,227,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False
47,20,110.0,14300,0,3,1,4,3,2,9,5,2003,2004,1095.0,4,0,4.0,2.5,3.0,4.0,1373.0,1.0,0.0,1373.0,4,1,4.0,2696,0,0,2696,1.0,1.0,2,1,3,1,4,10,7,2,3.0,2003.0,3.0,3.0,3.0,2,220,150,0,0,0,0,0,0,0,6,2010,500000,13.122363377404328,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,7,6,0,0,3.5,370,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,7.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
48,60,105.0,13650,0,3,3,4,2,3,8,5,2002,2002,232.0,1,0,3.0,2.5,3.0,4.0,578.0,1.0,0.0,578.0,4,1,4.0,1687,563,0,2250,1.0,1.0,2,1,3,1,1,7,7,1,4.0,2002.0,3.0,3.0,3.0,2,238,130,0,0,0,0,0,0,0,6,2010,320000,12.676076274775909,0.0,0.0,0.0,0.0,0.0,0.0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,8,8,1,0,3.5,368,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,8.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
